# Generalized Lomb-Scargle periodogram
# Parameters:
#    ofac     : 10
#    norm     : ZK
# 1) Frequency, 2) Amps
1.807068  0.000053
1.808371  0.000055
1.809673  0.000056
1.810976  0.000057
1.812279  0.000059
1.813582  0.000065
1.814885  0.000071
1.816188  0.000076
1.817491  0.000079
1.818794  0.000078
1.820096  0.000073
1.821399  0.000067
1.822702  0.000062
1.824005  0.000063
1.825308  0.000070
1.826611  0.000081
1.827914  0.000091
1.829216  0.000095
1.830519  0.000091
1.831822  0.000077
1.833125  0.000054
1.834428  0.000029
1.835731  0.000045
1.837034  0.000093
1.838336  0.000149
1.839639  0.000207
1.840942  0.000263
1.842245  0.000314
1.843548  0.000356
1.844851  0.000386
1.846154  0.000403
1.847456  0.000404
1.848759  0.000391
1.850062  0.000365
1.851365  0.000326
1.852668  0.000279
1.853971  0.000226
1.855274  0.000171
1.856576  0.000116
1.857879  0.000066
1.859182  0.000027
1.860485  0.000029
1.861788  0.000054
1.863091  0.000072
1.864394  0.000083
1.865696  0.000086
1.866999  0.000082
1.868302  0.000075
1.869605  0.000064
1.870908  0.000052
1.872211  0.000040
1.873514  0.000029
1.874817  0.000020
1.876119  0.000017
1.877422  0.000024
1.878725  0.000034
1.880028  0.000043
1.881331  0.000052
1.882634  0.000057
1.883937  0.000057
1.885239  0.000053
1.886542  0.000044
1.887845  0.000031
1.889148  0.000015
1.890451  0.000016
1.891754  0.000036
1.893057  0.000058
1.894359  0.000079
1.895662  0.000096
1.896965  0.000108
1.898268  0.000114
1.899571  0.000113
1.900874  0.000105
1.902177  0.000091
1.903479  0.000073
1.904782  0.000052
1.906085  0.000036
1.907388  0.000035
1.908691  0.000051
1.909994  0.000070
1.911297  0.000089
1.912599  0.000104
1.913902  0.000116
1.915205  0.000126
1.916508  0.000134
1.917811  0.000142
1.919114  0.000150
1.920417  0.000159
1.921719  0.000168
1.923022  0.000176
1.924325  0.000181
1.925628  0.000182
1.926931  0.000179
1.928234  0.000171
1.929537  0.000159
1.930840  0.000144
1.932142  0.000127
1.933445  0.000109
1.934748  0.000092
1.936051  0.000076
1.937354  0.000063
1.938657  0.000053
1.939960  0.000046
1.941262  0.000040
1.942565  0.000034
1.943868  0.000029
1.945171  0.000026
1.946474  0.000024
1.947777  0.000026
1.949080  0.000029
1.950382  0.000032
1.951685  0.000034
1.952988  0.000035
1.954291  0.000035
1.955594  0.000035
1.956897  0.000033
1.958200  0.000032
1.959502  0.000030
1.960805  0.000027
1.962108  0.000023
1.963411  0.000017
1.964714  0.000009
1.966017  0.000002
1.967320  0.000014
1.968622  0.000028
1.969925  0.000042
1.971228  0.000056
1.972531  0.000067
1.973834  0.000077
1.975137  0.000083
1.976440  0.000085
1.977743  0.000084
1.979045  0.000080
1.980348  0.000074
1.981651  0.000069
1.982954  0.000066
1.984257  0.000065
1.985560  0.000067
1.986863  0.000070
1.988165  0.000072
1.989468  0.000070
1.990771  0.000064
1.992074  0.000053
1.993377  0.000038
1.994680  0.000020
1.995983  0.000010
1.997285  0.000031
1.998588  0.000055
1.999891  0.000079
2.001194  0.000100
2.002497  0.000117
2.003800  0.000129
2.005103  0.000136
2.006405  0.000137
2.007708  0.000133
2.009011  0.000124
2.010314  0.000111
2.011617  0.000095
2.012920  0.000077
2.014223  0.000059
2.015525  0.000042
2.016828  0.000027
2.018131  0.000017
2.019434  0.000015
2.020737  0.000019
2.022040  0.000024
2.023343  0.000026
2.024645  0.000027
2.025948  0.000026
2.027251  0.000025
2.028554  0.000022
2.029857  0.000020
2.031160  0.000017
2.032463  0.000015
2.033766  0.000014
2.035068  0.000014
2.036371  0.000014
2.037674  0.000014
2.038977  0.000012
2.040280  0.000011
2.041583  0.000009
2.042886  0.000010
2.044188  0.000014
2.045491  0.000021
2.046794  0.000029
2.048097  0.000037
2.049400  0.000045
2.050703  0.000052
2.052006  0.000057
2.053308  0.000061
2.054611  0.000062
2.055914  0.000061
2.057217  0.000059
2.058520  0.000056
2.059823  0.000053
2.061126  0.000050
2.062428  0.000048
2.063731  0.000047
2.065034  0.000045
2.066337  0.000044
2.067640  0.000043
2.068943  0.000041
2.070246  0.000040
2.071548  0.000041
2.072851  0.000045
2.074154  0.000051
2.075457  0.000058
2.076760  0.000065
2.078063  0.000071
2.079366  0.000075
2.080669  0.000076
2.081971  0.000075
2.083274  0.000070
2.084577  0.000063
2.085880  0.000055
2.087183  0.000045
2.088486  0.000035
2.089789  0.000027
2.091091  0.000022
2.092394  0.000021
2.093697  0.000022
2.095000  0.000023
2.096303  0.000023
2.097606  0.000023
2.098909  0.000023
2.100211  0.000023
2.101514  0.000024
2.102817  0.000026
2.104120  0.000027
2.105423  0.000026
2.106726  0.000023
2.108029  0.000019
2.109331  0.000013
2.110634  0.000010
2.111937  0.000017
2.113240  0.000029
2.114543  0.000041
2.115846  0.000053
2.117149  0.000064
2.118451  0.000072
2.119754  0.000078
2.121057  0.000080
2.122360  0.000079
2.123663  0.000075
2.124966  0.000067
2.126269  0.000058
2.127571  0.000048
2.128874  0.000037
2.130177  0.000026
2.131480  0.000018
2.132783  0.000014
2.134086  0.000013
2.135389  0.000014
2.136692  0.000014
2.137994  0.000012
2.139297  0.000009
2.140600  0.000006
2.141903  0.000007
2.143206  0.000011
2.144509  0.000016
2.145812  0.000021
2.147114  0.000026
2.148417  0.000029
2.149720  0.000033
2.151023  0.000035
2.152326  0.000038
2.153629  0.000040
2.154932  0.000043
2.156234  0.000045
2.157537  0.000046
2.158840  0.000047
2.160143  0.000047
2.161446  0.000047
2.162749  0.000045
2.164052  0.000043
2.165354  0.000039
2.166657  0.000035
2.167960  0.000031
2.169263  0.000025
2.170566  0.000020
2.171869  0.000013
2.173172  0.000007
2.174474  0.000004
2.175777  0.000010
2.177080  0.000016
2.178383  0.000022
2.179686  0.000025
2.180989  0.000027
2.182292  0.000027
2.183594  0.000024
2.184897  0.000019
2.186200  0.000014
2.187503  0.000014
2.188806  0.000022
2.190109  0.000033
2.191412  0.000045
2.192715  0.000056
2.194017  0.000065
2.195320  0.000072
2.196623  0.000075
2.197926  0.000075
2.199229  0.000071
2.200532  0.000064
2.201835  0.000053
2.203137  0.000040
2.204440  0.000026
2.205743  0.000013
2.207046  0.000008
2.208349  0.000018
2.209652  0.000028
2.210955  0.000035
2.212257  0.000038
2.213560  0.000039
2.214863  0.000035
2.216166  0.000029
2.217469  0.000021
2.218772  0.000011
2.220075  0.000004
2.221377  0.000013
2.222680  0.000024
2.223983  0.000033
2.225286  0.000041
2.226589  0.000047
2.227892  0.000052
2.229195  0.000054
2.230497  0.000056
2.231800  0.000056
2.233103  0.000055
2.234406  0.000053
2.235709  0.000051
2.237012  0.000048
2.238315  0.000045
2.239618  0.000040
2.240920  0.000035
2.242223  0.000031
2.243526  0.000026
2.244829  0.000023
2.246132  0.000021
2.247435  0.000020
2.248738  0.000020
2.250040  0.000019
2.251343  0.000017
2.252646  0.000014
2.253949  0.000010
2.255252  0.000005
2.256555  0.000001
2.257858  0.000006
2.259160  0.000010
2.260463  0.000014
2.261766  0.000016
2.263069  0.000017
2.264372  0.000017
2.265675  0.000019
2.266978  0.000022
2.268280  0.000028
2.269583  0.000035
2.270886  0.000043
2.272189  0.000050
2.273492  0.000055
2.274795  0.000058
2.276098  0.000058
2.277400  0.000055
2.278703  0.000049
2.280006  0.000040
2.281309  0.000029
2.282612  0.000017
2.283915  0.000004
2.285218  0.000010
2.286520  0.000023
2.287823  0.000033
2.289126  0.000040
2.290429  0.000045
2.291732  0.000046
2.293035  0.000043
2.294338  0.000037
2.295641  0.000029
2.296943  0.000019
2.298246  0.000008
2.299549  0.000008
2.300852  0.000018
2.302155  0.000029
2.303458  0.000037
2.304761  0.000044
2.306063  0.000048
2.307366  0.000049
2.308669  0.000048
2.309972  0.000044
2.311275  0.000039
2.312578  0.000033
2.313881  0.000027
2.315183  0.000020
2.316486  0.000015
2.317789  0.000011
2.319092  0.000009
2.320395  0.000009
2.321698  0.000010
2.323001  0.000012
2.324303  0.000013
2.325606  0.000015
2.326909  0.000018
2.328212  0.000021
2.329515  0.000024
2.330818  0.000027
2.332121  0.000029
2.333423  0.000032
2.334726  0.000035
2.336029  0.000036
2.337332  0.000038
2.338635  0.000038
2.339938  0.000037
2.341241  0.000036
2.342543  0.000033
2.343846  0.000029
2.345149  0.000024
2.346452  0.000018
2.347755  0.000012
2.349058  0.000007
2.350361  0.000003
2.351664  0.000007
2.352966  0.000011
2.354269  0.000014
2.355572  0.000015
2.356875  0.000015
2.358178  0.000014
2.359481  0.000011
2.360784  0.000008
2.362086  0.000004
2.363389  0.000002
2.364692  0.000005
2.365995  0.000008
2.367298  0.000010
2.368601  0.000011
2.369904  0.000012
2.371206  0.000010
2.372509  0.000008
2.373812  0.000005
2.375115  0.000002
2.376418  0.000004
2.377721  0.000007
2.379024  0.000011
2.380326  0.000015
2.381629  0.000017
2.382932  0.000020
2.384235  0.000021
2.385538  0.000023
2.386841  0.000024
2.388144  0.000025
2.389446  0.000026
2.390749  0.000027
2.392052  0.000029
2.393355  0.000031
2.394658  0.000032
2.395961  0.000034
2.397264  0.000035
2.398567  0.000035
2.399869  0.000035
2.401172  0.000033
2.402475  0.000029
2.403778  0.000025
2.405081  0.000019
2.406384  0.000013
2.407687  0.000009
2.408989  0.000014
2.410292  0.000023
2.411595  0.000033
2.412898  0.000042
2.414201  0.000050
2.415504  0.000056
2.416807  0.000059
2.418109  0.000060
2.419412  0.000058
2.420715  0.000054
2.422018  0.000047
2.423321  0.000039
2.424624  0.000029
2.425927  0.000021
2.427229  0.000018
2.428532  0.000021
2.429835  0.000028
2.431138  0.000034
2.432441  0.000039
2.433744  0.000041
2.435047  0.000041
2.436349  0.000039
2.437652  0.000036
2.438955  0.000031
2.440258  0.000026
2.441561  0.000022
2.442864  0.000019
2.444167  0.000018
2.445469  0.000018
2.446772  0.000017
2.448075  0.000015
2.449378  0.000012
2.450681  0.000008
2.451984  0.000007
2.453287  0.000012
2.454590  0.000019
2.455892  0.000026
2.457195  0.000033
2.458498  0.000038
2.459801  0.000042
2.461104  0.000043
2.462407  0.000043
2.463710  0.000040
2.465012  0.000036
2.466315  0.000030
2.467618  0.000024
2.468921  0.000017
2.470224  0.000010
2.471527  0.000005
2.472830  0.000006
2.474132  0.000010
2.475435  0.000014
2.476738  0.000016
2.478041  0.000017
2.479344  0.000018
2.480647  0.000018
2.481950  0.000017
2.483252  0.000016
2.484555  0.000015
2.485858  0.000014
2.487161  0.000013
2.488464  0.000012
2.489767  0.000010
2.491070  0.000009
2.492372  0.000008
2.493675  0.000008
2.494978  0.000008
2.496281  0.000008
2.497584  0.000009
2.498887  0.000009
2.500190  0.000010
2.501493  0.000011
2.502795  0.000012
2.504098  0.000014
2.505401  0.000016
2.506704  0.000018
2.508007  0.000020
2.509310  0.000021
2.510613  0.000022
2.511915  0.000022
2.513218  0.000021
2.514521  0.000019
2.515824  0.000017
2.517127  0.000015
2.518430  0.000013
2.519733  0.000011
2.521035  0.000010
2.522338  0.000009
2.523641  0.000008
2.524944  0.000007
2.526247  0.000007
2.527550  0.000007
2.528853  0.000009
2.530155  0.000011
2.531458  0.000014
2.532761  0.000016
2.534064  0.000018
2.535367  0.000019
2.536670  0.000019
2.537973  0.000019
2.539275  0.000019
2.540578  0.000019
2.541881  0.000020
2.543184  0.000022
2.544487  0.000024
2.545790  0.000026
2.547093  0.000027
2.548395  0.000028
2.549698  0.000027
2.551001  0.000025
2.552304  0.000022
2.553607  0.000018
2.554910  0.000014
2.556213  0.000010
2.557516  0.000010
2.558818  0.000012
2.560121  0.000014
2.561424  0.000016
2.562727  0.000017
2.564030  0.000016
2.565333  0.000014
2.566636  0.000011
2.567938  0.000007
2.569241  0.000004
2.570544  0.000006
2.571847  0.000010
2.573150  0.000014
2.574453  0.000017
2.575756  0.000020
2.577058  0.000020
2.578361  0.000019
2.579664  0.000017
2.580967  0.000014
2.582270  0.000010
2.583573  0.000006
2.584876  0.000003
2.586178  0.000005
2.587481  0.000008
2.588784  0.000011
2.590087  0.000012
2.591390  0.000013
2.592693  0.000013
2.593996  0.000011
2.595298  0.000010
2.596601  0.000007
2.597904  0.000005
2.599207  0.000003
2.600510  0.000002
2.601813  0.000003
2.603116  0.000004
2.604418  0.000005
2.605721  0.000007
2.607024  0.000009
2.608327  0.000012
2.609630  0.000014
2.610933  0.000016
2.612236  0.000018
2.613539  0.000019
2.614841  0.000020
2.616144  0.000021
2.617447  0.000022
2.618750  0.000024
2.620053  0.000026
2.621356  0.000029
2.622659  0.000032
2.623961  0.000034
2.625264  0.000036
2.626567  0.000037
2.627870  0.000036
2.629173  0.000035
2.630476  0.000032
2.631779  0.000028
2.633081  0.000024
2.634384  0.000019
2.635687  0.000016
2.636990  0.000015
2.638293  0.000015
2.639596  0.000016
2.640899  0.000016
2.642201  0.000016
2.643504  0.000015
2.644807  0.000013
2.646110  0.000011
2.647413  0.000009
2.648716  0.000008
2.650019  0.000010
2.651321  0.000012
2.652624  0.000014
2.653927  0.000016
2.655230  0.000017
2.656533  0.000017
2.657836  0.000017
2.659139  0.000017
2.660442  0.000017
2.661744  0.000017
2.663047  0.000017
2.664350  0.000018
2.665653  0.000018
2.666956  0.000017
2.668259  0.000016
2.669562  0.000014
2.670864  0.000012
2.672167  0.000010
2.673470  0.000010
2.674773  0.000011
2.676076  0.000012
2.677379  0.000013
2.678682  0.000013
2.679984  0.000011
2.681287  0.000009
2.682590  0.000008
2.683893  0.000009
2.685196  0.000014
2.686499  0.000020
2.687802  0.000026
2.689104  0.000032
2.690407  0.000038
2.691710  0.000042
2.693013  0.000045
2.694316  0.000046
2.695619  0.000046
2.696922  0.000046
2.698224  0.000044
2.699527  0.000042
2.700830  0.000040
2.702133  0.000037
2.703436  0.000035
2.704739  0.000031
2.706042  0.000028
2.707344  0.000023
2.708647  0.000018
2.709950  0.000014
2.711253  0.000013
2.712556  0.000016
2.713859  0.000022
2.715162  0.000028
2.716465  0.000033
2.717767  0.000037
2.719070  0.000038
2.720373  0.000038
2.721676  0.000035
2.722979  0.000031
2.724282  0.000026
2.725585  0.000021
2.726887  0.000017
2.728190  0.000017
2.729493  0.000019
2.730796  0.000023
2.732099  0.000025
2.733402  0.000026
2.734705  0.000026
2.736007  0.000023
2.737310  0.000019
2.738613  0.000013
2.739916  0.000007
2.741219  0.000002
2.742522  0.000007
2.743825  0.000012
2.745127  0.000016
2.746430  0.000018
2.747733  0.000018
2.749036  0.000017
2.750339  0.000014
2.751642  0.000010
2.752945  0.000005
2.754247  0.000004
2.755550  0.000007
2.756853  0.000011
2.758156  0.000014
2.759459  0.000015
2.760762  0.000015
2.762065  0.000014
2.763367  0.000014
2.764670  0.000015
2.765973  0.000018
2.767276  0.000023
2.768579  0.000028
2.769882  0.000033
2.771185  0.000036
2.772488  0.000038
2.773790  0.000038
2.775093  0.000036
2.776396  0.000033
2.777699  0.000028
2.779002  0.000023
2.780305  0.000018
2.781608  0.000016
2.782910  0.000017
2.784213  0.000019
2.785516  0.000022
2.786819  0.000023
2.788122  0.000022
2.789425  0.000020
2.790728  0.000017
2.792030  0.000013
2.793333  0.000009
2.794636  0.000009
2.795939  0.000012
2.797242  0.000016
2.798545  0.000019
2.799848  0.000020
2.801150  0.000020
2.802453  0.000017
2.803756  0.000013
2.805059  0.000008
2.806362  0.000001
2.807665  0.000006
2.808968  0.000013
2.810270  0.000019
2.811573  0.000024
2.812876  0.000027
2.814179  0.000029
2.815482  0.000029
2.816785  0.000027
2.818088  0.000023
2.819391  0.000018
2.820693  0.000013
2.821996  0.000007
2.823299  0.000005
2.824602  0.000009
2.825905  0.000013
2.827208  0.000016
2.828511  0.000018
2.829813  0.000019
2.831116  0.000018
2.832419  0.000016
2.833722  0.000014
2.835025  0.000012
2.836328  0.000011
2.837631  0.000011
2.838933  0.000013
2.840236  0.000015
2.841539  0.000016
2.842842  0.000018
2.844145  0.000018
2.845448  0.000018
2.846751  0.000017
2.848053  0.000017
2.849356  0.000016
2.850659  0.000015
2.851962  0.000015
2.853265  0.000016
2.854568  0.000016
2.855871  0.000018
2.857173  0.000019
2.858476  0.000021
2.859779  0.000022
2.861082  0.000023
2.862385  0.000023
2.863688  0.000023
2.864991  0.000023
2.866293  0.000022
2.867596  0.000023
2.868899  0.000024
2.870202  0.000027
2.871505  0.000031
2.872808  0.000035
2.874111  0.000039
2.875414  0.000041
2.876716  0.000043
2.878019  0.000043
2.879322  0.000041
2.880625  0.000037
2.881928  0.000032
2.883231  0.000026
2.884534  0.000019
2.885836  0.000012
2.887139  0.000005
2.888442  0.000003
2.889745  0.000008
2.891048  0.000012
2.892351  0.000014
2.893654  0.000014
2.894956  0.000013
2.896259  0.000010
2.897562  0.000006
2.898865  0.000005
2.900168  0.000010
2.901471  0.000016
2.902774  0.000022
2.904076  0.000027
2.905379  0.000031
2.906682  0.000034
2.907985  0.000035
2.909288  0.000034
2.910591  0.000032
2.911894  0.000028
2.913196  0.000024
2.914499  0.000018
2.915802  0.000012
2.917105  0.000006
2.918408  0.000001
2.919711  0.000005
2.921014  0.000010
2.922316  0.000014
2.923619  0.000017
2.924922  0.000020
2.926225  0.000023
2.927528  0.000025
2.928831  0.000027
2.930134  0.000029
2.931437  0.000030
2.932739  0.000031
2.934042  0.000032
2.935345  0.000032
2.936648  0.000032
2.937951  0.000032
2.939254  0.000031
2.940557  0.000031
2.941859  0.000032
2.943162  0.000032
2.944465  0.000033
2.945768  0.000033
2.947071  0.000033
2.948374  0.000033
2.949677  0.000032
2.950979  0.000030
2.952282  0.000026
2.953585  0.000022
2.954888  0.000018
2.956191  0.000013
2.957494  0.000010
2.958797  0.000011
2.960099  0.000014
2.961402  0.000019
2.962705  0.000023
2.964008  0.000026
2.965311  0.000028
2.966614  0.000029
2.967917  0.000028
2.969219  0.000026
2.970522  0.000023
2.971825  0.000019
2.973128  0.000014
2.974431  0.000009
2.975734  0.000005
2.977037  0.000002
2.978340  0.000003
2.979642  0.000004
2.980945  0.000004
2.982248  0.000003
2.983551  0.000003
2.984854  0.000006
2.986157  0.000011
2.987460  0.000017
2.988762  0.000023
2.990065  0.000029
2.991368  0.000035
2.992671  0.000039
2.993974  0.000042
2.995277  0.000043
2.996580  0.000043
2.997882  0.000041
2.999185  0.000038
3.000488  0.000034
3.001791  0.000029
3.003094  0.000025
3.004397  0.000021
3.005700  0.000019
3.007002  0.000017
3.008305  0.000016
3.009608  0.000015
3.010911  0.000013
3.012214  0.000010
3.013517  0.000006
3.014820  0.000004
3.016122  0.000007
3.017425  0.000013
3.018728  0.000018
3.020031  0.000023
3.021334  0.000027
3.022637  0.000029
3.023940  0.000030
3.025242  0.000029
3.026545  0.000026
3.027848  0.000022
3.029151  0.000017
3.030454  0.000012
3.031757  0.000009
3.033060  0.000010
3.034363  0.000014
3.035665  0.000018
3.036968  0.000021
3.038271  0.000023
3.039574  0.000023
3.040877  0.000022
3.042180  0.000019
3.043483  0.000016
3.044785  0.000014
3.046088  0.000014
3.047391  0.000017
3.048694  0.000021
3.049997  0.000025
3.051300  0.000028
3.052603  0.000030
3.053905  0.000030
3.055208  0.000029
3.056511  0.000027
3.057814  0.000024
3.059117  0.000020
3.060420  0.000016
3.061723  0.000014
3.063025  0.000015
3.064328  0.000017
3.065631  0.000020
3.066934  0.000023
3.068237  0.000025
3.069540  0.000025
3.070843  0.000024
3.072145  0.000021
3.073448  0.000018
3.074751  0.000015
3.076054  0.000014
3.077357  0.000016
3.078660  0.000021
3.079963  0.000026
3.081266  0.000030
3.082568  0.000034
3.083871  0.000037
3.085174  0.000038
3.086477  0.000038
3.087780  0.000035
3.089083  0.000032
3.090386  0.000028
3.091688  0.000023
3.092991  0.000018
3.094294  0.000014
3.095597  0.000013
3.096900  0.000013
3.098203  0.000015
3.099506  0.000016
3.100808  0.000016
3.102111  0.000015
3.103414  0.000012
3.104717  0.000009
3.106020  0.000006
3.107323  0.000005
3.108626  0.000007
3.109928  0.000011
3.111231  0.000015
3.112534  0.000018
3.113837  0.000019
3.115140  0.000019
3.116443  0.000018
3.117746  0.000015
3.119048  0.000012
3.120351  0.000009
3.121654  0.000009
3.122957  0.000013
3.124260  0.000017
3.125563  0.000022
3.126866  0.000025
3.128168  0.000028
3.129471  0.000029
3.130774  0.000029
3.132077  0.000028
3.133380  0.000025
3.134683  0.000022
3.135986  0.000018
3.137289  0.000013
3.138591  0.000009
3.139894  0.000005
3.141197  0.000003
3.142500  0.000004
3.143803  0.000005
3.145106  0.000006
3.146409  0.000006
3.147711  0.000005
3.149014  0.000005
3.150317  0.000004
3.151620  0.000004
3.152923  0.000005
3.154226  0.000006
3.155529  0.000007
3.156831  0.000008
3.158134  0.000010
3.159437  0.000012
3.160740  0.000014
3.162043  0.000016
3.163346  0.000019
3.164649  0.000021
3.165951  0.000023
3.167254  0.000025
3.168557  0.000025
3.169860  0.000025
3.171163  0.000023
3.172466  0.000021
3.173769  0.000018
3.175071  0.000014
3.176374  0.000011
3.177677  0.000008
3.178980  0.000006
3.180283  0.000007
3.181586  0.000009
3.182889  0.000011
3.184191  0.000012
3.185494  0.000013
3.186797  0.000013
3.188100  0.000013
3.189403  0.000013
3.190706  0.000014
3.192009  0.000015
3.193312  0.000017
3.194614  0.000018
3.195917  0.000019
3.197220  0.000020
3.198523  0.000020
3.199826  0.000019
3.201129  0.000018
3.202432  0.000016
3.203734  0.000014
3.205037  0.000011
3.206340  0.000009
3.207643  0.000006
3.208946  0.000005
3.210249  0.000004
3.211552  0.000003
3.212854  0.000003
3.214157  0.000003
3.215460  0.000003
3.216763  0.000003
3.218066  0.000002
3.219369  0.000001
3.220672  0.000001
3.221974  0.000002
3.223277  0.000004
3.224580  0.000006
3.225883  0.000008
3.227186  0.000010
3.228489  0.000012
3.229792  0.000013
3.231094  0.000013
3.232397  0.000012
3.233700  0.000011
3.235003  0.000008
3.236306  0.000005
3.237609  0.000002
3.238912  0.000007
3.240215  0.000012
3.241517  0.000019
3.242820  0.000025
3.244123  0.000030
3.245426  0.000035
3.246729  0.000039
3.248032  0.000041
3.249335  0.000042
3.250637  0.000041
3.251940  0.000038
3.253243  0.000034
3.254546  0.000028
3.255849  0.000022
3.257152  0.000015
3.258455  0.000008
3.259757  0.000003
3.261060  0.000008
3.262363  0.000014
3.263666  0.000019
3.264969  0.000022
3.266272  0.000025
3.267575  0.000026
3.268877  0.000026
3.270180  0.000025
3.271483  0.000024
3.272786  0.000021
3.274089  0.000018
3.275392  0.000015
3.276695  0.000012
3.277997  0.000009
3.279300  0.000006
3.280603  0.000003
3.281906  0.000002
3.283209  0.000003
3.284512  0.000006
3.285815  0.000008
3.287117  0.000010
3.288420  0.000013
3.289723  0.000015
3.291026  0.000017
3.292329  0.000019
3.293632  0.000020
3.294935  0.000021
3.296238  0.000021
3.297540  0.000020
3.298843  0.000018
3.300146  0.000016
3.301449  0.000012
3.302752  0.000009
3.304055  0.000006
3.305358  0.000005
3.306660  0.000007
3.307963  0.000010
3.309266  0.000013
3.310569  0.000014
3.311872  0.000013
3.313175  0.000011
3.314478  0.000007
3.315780  0.000001
3.317083  0.000006
3.318386  0.000015
3.319689  0.000024
3.320992  0.000033
3.322295  0.000042
3.323598  0.000049
3.324900  0.000055
3.326203  0.000059
3.327506  0.000061
3.328809  0.000060
3.330112  0.000056
3.331415  0.000050
3.332718  0.000042
3.334020  0.000032
3.335323  0.000022
3.336626  0.000012
3.337929  0.000007
3.339232  0.000012
3.340535  0.000019
3.341838  0.000024
3.343140  0.000027
3.344443  0.000028
3.345746  0.000028
3.347049  0.000025
3.348352  0.000023
3.349655  0.000020
3.350958  0.000019
3.352261  0.000020
3.353563  0.000021
3.354866  0.000022
3.356169  0.000022
3.357472  0.000021
3.358775  0.000020
3.360078  0.000020
3.361381  0.000022
3.362683  0.000027
3.363986  0.000033
3.365289  0.000038
3.366592  0.000042
3.367895  0.000043
3.369198  0.000042
3.370501  0.000037
3.371803  0.000029
3.373106  0.000021
3.374409  0.000018
3.375712  0.000028
3.377015  0.000044
3.378318  0.000061
3.379621  0.000078
3.380923  0.000092
3.382226  0.000104
3.383529  0.000110
3.384832  0.000113
3.386135  0.000111
3.387438  0.000105
3.388741  0.000098
3.390043  0.000093
3.391346  0.000093
3.392649  0.000100
3.393952  0.000115
3.395255  0.000133
3.396558  0.000152
3.397861  0.000169
3.399164  0.000183
3.400466  0.000190
3.401769  0.000192
3.403072  0.000187
3.404375  0.000176
3.405678  0.000159
3.406981  0.000137
3.408284  0.000112
3.409586  0.000085
3.410889  0.000057
3.412192  0.000032
3.413495  0.000016
3.414798  0.000026
3.416101  0.000042
3.417404  0.000055
3.418706  0.000063
3.420009  0.000067
3.421312  0.000066
3.422615  0.000062
3.423918  0.000056
3.425221  0.000048
3.426524  0.000039
3.427826  0.000032
3.429129  0.000026
3.430432  0.000022
3.431735  0.000020
3.433038  0.000017
3.434341  0.000015
3.435644  0.000013
3.436946  0.000014
3.438249  0.000017
3.439552  0.000023
3.440855  0.000029
3.442158  0.000034
3.443461  0.000038
3.444764  0.000039
3.446066  0.000039
3.447369  0.000036
3.448672  0.000032
3.449975  0.000026
3.451278  0.000022
3.452581  0.000021
3.453884  0.000024
3.455187  0.000030
3.456489  0.000036
3.457792  0.000040
3.459095  0.000043
3.460398  0.000043
3.461701  0.000041
3.463004  0.000036
3.464307  0.000029
3.465609  0.000021
3.466912  0.000013
3.468215  0.000010
3.469518  0.000016
3.470821  0.000024
3.472124  0.000031
3.473427  0.000036
3.474729  0.000040
3.476032  0.000041
3.477335  0.000041
3.478638  0.000039
3.479941  0.000036
3.481244  0.000032
3.482547  0.000029
3.483849  0.000026
3.485152  0.000024
3.486455  0.000023
3.487758  0.000022
3.489061  0.000020
3.490364  0.000018
3.491667  0.000015
3.492969  0.000012
3.494272  0.000009
3.495575  0.000008
3.496878  0.000010
3.498181  0.000013
3.499484  0.000015
3.500787  0.000017
3.502090  0.000018
3.503392  0.000017
3.504695  0.000016
3.505998  0.000016
3.507301  0.000017
3.508604  0.000020
3.509907  0.000024
3.511210  0.000029
3.512512  0.000033
3.513815  0.000036
3.515118  0.000037
3.516421  0.000037
3.517724  0.000034
3.519027  0.000030
3.520330  0.000025
3.521632  0.000018
3.522935  0.000012
3.524238  0.000008
3.525541  0.000011
3.526844  0.000018
3.528147  0.000024
3.529450  0.000030
3.530752  0.000034
3.532055  0.000037
3.533358  0.000038
3.534661  0.000037
3.535964  0.000035
3.537267  0.000032
3.538570  0.000027
3.539872  0.000022
3.541175  0.000016
3.542478  0.000011
3.543781  0.000009
3.545084  0.000011
3.546387  0.000015
3.547690  0.000020
3.548992  0.000025
3.550295  0.000029
3.551598  0.000032
3.552901  0.000034
3.554204  0.000035
3.555507  0.000035
3.556810  0.000033
3.558113  0.000031
3.559415  0.000027
3.560718  0.000023
3.562021  0.000018
3.563324  0.000014
3.564627  0.000011
3.565930  0.000009
3.567233  0.000009
3.568535  0.000011
3.569838  0.000013
3.571141  0.000015
3.572444  0.000016
3.573747  0.000017
3.575050  0.000018
3.576353  0.000018
3.577655  0.000018
3.578958  0.000018
3.580261  0.000018
3.581564  0.000017
3.582867  0.000016
3.584170  0.000014
3.585473  0.000012
3.586775  0.000009
3.588078  0.000006
3.589381  0.000004
3.590684  0.000005
3.591987  0.000008
3.593290  0.000011
3.594593  0.000013
3.595895  0.000014
3.597198  0.000015
3.598501  0.000014
3.599804  0.000013
3.601107  0.000010
3.602410  0.000007
3.603713  0.000004
3.605015  0.000002
3.606318  0.000005
3.607621  0.000008
3.608924  0.000011
3.610227  0.000014
3.611530  0.000015
3.612833  0.000016
3.614136  0.000016
3.615438  0.000015
3.616741  0.000014
3.618044  0.000013
3.619347  0.000012
3.620650  0.000013
